site,sensor,date,year,month,day,hour.24,hour,lat,lon,microsite,rep,temp,intensity,pendant.id,timeblock,soil.moisture,cover.type
panoche,hobo.pendant,19-06-2006,2019,6,6,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,62.598,,20597545,evening,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,64.139,89,20597545,evening,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,82.686,1536,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,93.682,1984,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,93.682,1152,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,85.374,96,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,87.186,896,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,90.68,188,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,12:56:00,12:56:00 PM,36.69355,-120.79315,square,3,92.737,1664,20597545,afternoon,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,1:56:00,1:56:00 AM,36.69355,-120.79315,square,3,92.737,2432,20597545,evening,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,2:56:00,2:56:00 AM,36.69355,-120.79315,square,3,97.916,9728,20597545,evening,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,3:56:00,3:56:00 AM,36.69355,-120.79315,square,3,98.11,9728,20597545,evening,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,94.633,8192,20597545,evening,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,90.495,3712,20597545,evening,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,81.442,1664,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,68.077,464,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,62.254,,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,58.993,,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,59.508,,20597545,morning,26.7,90
panoche,hobo.pendant,19-06-2006,2019,6,6,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,57.441,,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,12:56:00,12:56:00 PM,36.69355,-120.79315,square,3,56.923,,20597545,afternoon,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,1:56:00,1:56:00 AM,36.69355,-120.79315,square,3,56.23,,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,2:56:00,2:56:00 AM,36.69355,-120.79315,square,3,56.23,,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,3:56:00,3:56:00 AM,36.69355,-120.79315,square,3,52.05,,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,51.523,,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,50.643,78,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,78.449,16,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,75.659,128,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,74.446,1792,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,67.564,248,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,74.098,1984,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,76.876,2176,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,12:56:00,12:56:00 PM,36.69355,-120.79315,square,3,76.703,2176,20597545,afternoon,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,1:56:00,1:56:00 AM,36.69355,-120.79315,square,3,79.502,234,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,2:56:00,2:56:00 AM,36.69355,-120.79315,square,3,82.864,2816,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,3:56:00,3:56:00 AM,36.69355,-120.79315,square,3,89.938,9728,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,87.004,8192,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,82.508,384,20597545,evening,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,73.926,1856,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,65.851,48,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,59.851,,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,58.131,,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,59.337,,20597545,morning,26.7,90
panoche,hobo.pendant,19-07-2006,2019,6,7,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,58.131,,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,12:56:00,12:56:00 PM,36.69355,-120.79315,square,3,57.441,,20597545,afternoon,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,1:56:00,1:56:00 AM,36.69355,-120.79315,square,3,56.404,,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,2:56:00,2:56:00 AM,36.69355,-120.79315,square,3,57.441,,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,3:56:00,3:56:00 AM,36.69355,-120.79315,square,3,55.364,,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,56.75,,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,56.23,2,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,77.574,1728,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,85.014,248,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,85.014,16,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,73.062,992,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,73.58,96,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,76.181,1152,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,12:56:00,12:56:00 PM,36.69355,-120.79315,square,3,80.029,192,20597545,afternoon,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,1:56:00,1:56:00 AM,36.69355,-120.79315,square,3,81.797,2176,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,2:56:00,2:56:00 AM,36.69355,-120.79315,square,3,86.277,2688,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,3:56:00,3:56:00 AM,36.69355,-120.79315,square,3,94.444,9728,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,93.304,8192,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,90.124,3712,20597545,evening,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,82.152,1792,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,70.308,256,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,60.539,,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,59.337,,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,58.131,,20597545,morning,26.7,90
panoche,hobo.pendant,19-08-2006,2019,6,8,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,58.82,,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,12:56:00,12:56:00 PM,36.69355,-120.79315,square,3,57.614,,20597545,afternoon,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,1:56:00,1:56:00 AM,36.69355,-120.79315,square,3,56.75,,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,2:56:00,2:56:00 AM,36.69355,-120.79315,square,3,60.883,,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,3:56:00,3:56:00 AM,36.69355,-120.79315,square,3,56.404,,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,54.669,,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,57.268,123,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,90.124,1536,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,100.483,1984,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,97.525,1344,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,89.384,128,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,89.755,148,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,93.304,1856,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,12:56:00,12:56:00 PM,36.69355,-120.79315,square,3,93.873,234,20597545,afternoon,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,1:56:00,1:56:00 AM,36.69355,-120.79315,square,3,95.207,256,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,2:56:00,2:56:00 AM,36.69355,-120.79315,square,3,95.4,3584,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,3:56:00,3:56:00 AM,36.69355,-120.79315,square,3,101.685,874,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,101.887,6144,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,91.612,256,20597545,evening,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,87.552,148,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,78.8,248,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,71.512,,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,70.48,,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,68.763,,20597545,morning,26.7,90
panoche,hobo.pendant,19-09-2006,2019,6,9,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,68.248,,20597545,morning,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,12:56:00,12:56:00 PM,36.69355,-120.79315,square,3,67.221,,20597545,afternoon,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,1:56:00,1:56:00 AM,36.69355,-120.79315,square,3,69.278,,20597545,evening,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,2:56:00,2:56:00 AM,36.69355,-120.79315,square,3,66.537,,20597545,evening,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,3:56:00,3:56:00 AM,36.69355,-120.79315,square,3,67.564,,20597545,evening,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,4:56:00,4:56:00 AM,36.69355,-120.79315,square,3,67.564,,20597545,evening,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,5:56:00,5:56:00 AM,36.69355,-120.79315,square,3,68.248,85,20597545,evening,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,6:56:00,6:56:00 AM,36.69355,-120.79315,square,3,77.574,512,20597545,morning,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,7:56:00,7:56:00 AM,36.69355,-120.79315,square,3,91.425,1536,20597545,morning,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,8:56:00,8:56:00 AM,36.69355,-120.79315,square,3,102.493,1792,20597545,morning,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,9:56:00,9:56:00 AM,36.69355,-120.79315,square,3,95.783,1472,20597545,morning,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,10:56:00,10:56:00 AM,36.69355,-120.79315,square,3,96.361,1152,20597545,morning,26.7,90
panoche,hobo.pendant,19-10-2006,2019,6,10,11:56:00,11:56:00 AM,36.69355,-120.79315,square,3,97.72,1344,20597545,morning,26.7,90
panoche,hobo.pendant,05/18/19,2019,5,18,4:56:07,4:56:07 AM,36.69355,-120.79315,open,3,73.926,7,20535198,evening,22.1,0
panoche,hobo.pendant,05/18/19,2019,5,18,5:56:07,5:56:07 AM,36.69355,-120.79315,open,3,69.107,,20535198,evening,22.1,0
panoche,hobo.pendant,05/18/19,2019,5,18,6:56:07,6:56:07 AM,36.69355,-120.79315,open,3,68.248,,20535198,morning,22.1,0
panoche,hobo.pendant,05/18/19,2019,5,18,7:56:07,7:56:07 AM,36.69355,-120.79315,open,3,67.735,,20535198,morning,22.1,0
panoche,hobo.pendant,05/18/19,2019,5,18,8:56:07,8:56:07 AM,36.69355,-120.79315,open,3,67.392,,20535198,morning,22.1,0
panoche,hobo.pendant,05/18/19,2019,5,18,9:56:07,9:56:07 AM,36.69355,-120.79315,open,3,67.392,,20535198,morning,22.1,0
panoche,hobo.pendant,05/18/19,2019,5,18,10:56:00,10:56:00 AM,36.69355,-120.79315,open,3,67.221,,20535198,morning,22.1,0
panoche,hobo.pendant,05/18/19,2019,5,18,11:56:00,11:56:00 AM,36.69355,-120.79315,open,3,67.221,,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,12:56:00,12:56:00 PM,36.69355,-120.79315,open,3,67.05,,20535198,afternoon,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,1:56:07,1:56:07 AM,36.69355,-120.79315,open,3,66.879,,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,2:56:07,2:56:07 AM,36.69355,-120.79315,open,3,66.879,,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,3:56:07,3:56:07 AM,36.69355,-120.79315,open,3,66.879,,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,4:56:07,4:56:07 AM,36.69355,-120.79315,open,3,66.708,,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,5:56:07,5:56:07 AM,36.69355,-120.79315,open,3,66.708,,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,6:56:07,6:56:07 AM,36.69355,-120.79315,open,3,66.537,,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,7:56:07,7:56:07 AM,36.69355,-120.79315,open,3,64.31,1,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,8:56:07,8:56:07 AM,36.69355,-120.79315,open,3,66.537,,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,9:56:07,9:56:07 AM,36.69355,-120.79315,open,3,68.934,,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,10:56:00,10:56:00 AM,36.69355,-120.79315,open,3,70.48,,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,11:56:00,11:56:00 AM,36.69355,-120.79315,open,3,70.824,1,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,12:56:00,12:56:00 PM,36.69355,-120.79315,open,3,70.995,,20535198,afternoon,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,1:56:07,1:56:07 AM,36.69355,-120.79315,open,3,71.339,,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,2:56:07,2:56:07 AM,36.69355,-120.79315,open,3,70.137,2,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,3:56:07,3:56:07 AM,36.69355,-120.79315,open,3,68.592,3,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,4:56:07,4:56:07 AM,36.69355,-120.79315,open,3,67.906,4,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,5:56:07,5:56:07 AM,36.69355,-120.79315,open,3,75.832,95,20535198,evening,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,6:56:07,6:56:07 AM,36.69355,-120.79315,open,3,70.48,34,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,7:56:07,7:56:07 AM,36.69355,-120.79315,open,3,69.107,11,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,8:56:07,8:56:07 AM,36.69355,-120.79315,open,3,69.793,4,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,9:56:07,9:56:07 AM,36.69355,-120.79315,open,3,69.449,,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,10:56:00,10:56:00 AM,36.69355,-120.79315,open,3,68.763,,20535198,morning,22.1,0
panoche,hobo.pendant,05/19/19,2019,5,19,11:56:00,11:56:00 AM,36.69355,-120.79315,open,3,68.248,,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,12:56:00,12:56:00 PM,36.69355,-120.79315,open,3,67.735,,20535198,afternoon,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,1:56:07,1:56:07 AM,36.69355,-120.79315,open,3,67.735,,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,2:56:07,2:56:07 AM,36.69355,-120.79315,open,3,67.564,,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,3:56:07,3:56:07 AM,36.69355,-120.79315,open,3,67.392,,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,4:56:07,4:56:07 AM,36.69355,-120.79315,open,3,67.221,,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,5:56:07,5:56:07 AM,36.69355,-120.79315,open,3,67.05,,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,6:56:07,6:56:07 AM,36.69355,-120.79315,open,3,66.879,1,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,7:56:07,7:56:07 AM,36.69355,-120.79315,open,3,67.05,2,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,8:56:07,8:56:07 AM,36.69355,-120.79315,open,3,66.193,25,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,9:56:07,9:56:07 AM,36.69355,-120.79315,open,3,67.05,32,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,10:56:00,10:56:00 AM,36.69355,-120.79315,open,3,66.879,336,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,11:56:00,11:56:00 AM,36.69355,-120.79315,open,3,69.107,416,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,12:56:00,12:56:00 PM,36.69355,-120.79315,open,3,69.622,432,20535198,afternoon,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,1:56:07,1:56:07 AM,36.69355,-120.79315,open,3,83.399,768,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,2:56:07,2:56:07 AM,36.69355,-120.79315,open,3,73.407,5888,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,3:56:07,3:56:07 AM,36.69355,-120.79315,open,3,73.753,5376,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,4:56:07,4:56:07 AM,36.69355,-120.79315,open,3,77.4,384,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,5:56:07,5:56:07 AM,36.69355,-120.79315,open,3,95.976,8192,20535198,evening,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,6:56:07,6:56:07 AM,36.69355,-120.79315,open,3,68.592,1728,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,7:56:07,7:56:07 AM,36.69355,-120.79315,open,3,51.172,168,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,8:56:07,8:56:07 AM,36.69355,-120.79315,open,3,49.404,,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,9:56:07,9:56:07 AM,36.69355,-120.79315,open,3,46.008,,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,10:56:00,10:56:00 AM,36.69355,-120.79315,open,3,44.195,,20535198,morning,22.1,0
panoche,hobo.pendant,05/20/19,2019,5,20,11:56:00,11:56:00 AM,36.69355,-120.79315,open,3,43.282,,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,12:56:00,12:56:00 PM,36.69355,-120.79315,open,3,42.732,,20535198,afternoon,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,1:56:07,1:56:07 AM,36.69355,-120.79315,open,3,43.466,,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,2:56:07,2:56:07 AM,36.69355,-120.79315,open,3,44.56,,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,3:56:07,3:56:07 AM,36.69355,-120.79315,open,3,41.81,,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,4:56:07,4:56:07 AM,36.69355,-120.79315,open,3,44.195,,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,5:56:07,5:56:07 AM,36.69355,-120.79315,open,3,44.742,81,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,6:56:07,6:56:07 AM,36.69355,-120.79315,open,3,46.908,464,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,7:56:07,7:56:07 AM,36.69355,-120.79315,open,3,51.699,1664,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,8:56:07,8:56:07 AM,36.69355,-120.79315,open,3,61.569,468,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,9:56:07,9:56:07 AM,36.69355,-120.79315,open,3,65.851,6144,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,10:56:00,10:56:00 AM,36.69355,-120.79315,open,3,68.077,768,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,11:56:00,11:56:00 AM,36.69355,-120.79315,open,3,69.107,32,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,12:56:00,12:56:00 PM,36.69355,-120.79315,open,3,81.442,8192,20535198,afternoon,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,1:56:07,1:56:07 AM,36.69355,-120.79315,open,3,61.054,5632,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,2:56:07,2:56:07 AM,36.69355,-120.79315,open,3,55.884,4352,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,3:56:07,3:56:07 AM,36.69355,-120.79315,open,3,57.441,234,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,4:56:07,4:56:07 AM,36.69355,-120.79315,open,3,55.884,3712,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,5:56:07,5:56:07 AM,36.69355,-120.79315,open,3,59.508,2176,20535198,evening,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,6:56:07,6:56:07 AM,36.69355,-120.79315,open,3,54.495,8,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,7:56:07,7:56:07 AM,36.69355,-120.79315,open,3,47.088,168,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,8:56:07,8:56:07 AM,36.69355,-120.79315,open,3,44.922,,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,9:56:07,9:56:07 AM,36.69355,-120.79315,open,3,44.56,,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,10:56:00,10:56:00 AM,36.69355,-120.79315,open,3,43.466,,20535198,morning,22.1,0
panoche,hobo.pendant,05/21/19,2019,5,21,11:56:00,11:56:00 AM,36.69355,-120.79315,open,3,45.286,,20535198,morning,22.1,0
panoche,hobo.pendant,05/22/19,2019,5,22,12:56:00,12:56:00 PM,36.69355,-120.79315,open,3,44.56,,20535198,afternoon,22.1,0
panoche,hobo.pendant,05/22/19,2019,5,22,1:56:07,1:56:07 AM,36.69355,-120.79315,open,3,45.828,,20535198,evening,22.1,0
