site,sensor,pendant.ID,Date,Year,Month,Day,Time,temp,intensity,microsite,rep,Lat,Long,burrows,soil.moisture
Carrizo,hobo.pendant,20535201,2019-05-16,2019,5,16,19:15:03,68.248,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-16,2019,5,16,20:15:03,69.278,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-16,2019,5,16,21:15:03,67.221,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-16,2019,5,16,22:15:03,66.193,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-16,2019,5,16,23:15:03,64.825,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,0:15:03,63.626,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,1:15:03,62.94,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,2:15:03,62.425,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,3:15:03,61.741,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,4:15:03,61.227,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,5:15:03,61.912,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,6:15:03,64.481,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,7:15:03,65.851,1,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,8:15:03,66.193,9,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,9:15:03,64.825,2,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,10:15:03,67.735,25,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,11:15:03,78.098,1984,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,12:15:03,76.876,1088,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,13:15:03,92.737,3968,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,14:15:03,100.083,7424,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,15:15:03,110.264,12288,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,16:15:03,101.685,16384,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,17:15:03,106.835,10752,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,18:15:03,94.825,16384,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,19:15:03,68.763,2304,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,20:15:03,51.346,3,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,21:15:03,49.404,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,22:15:03,46.908,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-17,2019,5,17,23:15:03,46.008,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,0:15:03,41.067,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,1:15:03,40.881,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,2:15:03,39.947,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,3:15:03,38.061,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,4:15:03,37.107,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,5:15:03,37.87,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,6:15:03,40.321,320,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,7:15:03,50.643,960,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,8:15:03,61.054,1536,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,9:15:03,62.083,1088,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,10:15:03,69.278,1600,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,11:15:03,83.043,3456,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,12:15:03,97.331,3840,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,13:15:03,81.266,4608,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,14:15:03,75.659,2304,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,15:15:03,66.537,704,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,16:15:03,55.711,864,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,17:15:03,54.147,432,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,18:15:03,55.017,288,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,19:15:03,52.925,101,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,20:15:03,50.643,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,21:15:03,47.624,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,22:15:03,46.908,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-18,2019,5,18,23:15:03,46.728,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,0:15:03,47.982,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,1:15:03,48.339,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,2:15:03,48.517,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,3:15:03,49.759,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,4:15:03,50.29,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,5:15:03,49.05,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,6:15:03,47.266,144,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,7:15:03,49.404,896,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,8:15:03,54.842,1088,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,9:15:03,53.449,1920,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,10:15:03,54.669,1600,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,11:15:03,67.564,4352,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,12:15:03,71.168,6656,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,13:15:03,68.077,3584,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,14:15:03,71.168,5888,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,15:15:03,70.308,3200,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,16:15:03,57.096,2432,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,17:15:03,56.23,2048,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,18:15:03,53.1,1728,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,19:15:03,48.339,608,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,20:15:03,46.728,7,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,21:15:03,44.922,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,22:15:03,43.831,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-19,2019,5,19,23:15:03,43.831,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,0:15:03,43.099,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,1:15:03,41.81,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,2:15:03,44.195,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,3:15:03,43.648,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,4:15:03,44.195,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,5:15:03,41.625,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,6:15:03,44.379,95,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,7:15:03,47.802,672,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,8:15:03,51.523,1856,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,9:15:03,54.669,1984,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,10:15:03,54.147,1408,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,11:15:03,68.592,3968,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,12:15:03,65.68,3712,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,13:15:03,81.09,3840,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,14:15:03,94.825,10240,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,15:15:03,86.823,3456,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,16:15:03,110.264,17408,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,17:15:03,105.577,19456,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,18:15:03,96.361,19456,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,19:15:03,61.398,960,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,20:15:03,50.819,8,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,21:15:03,45.648,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,22:15:03,44.379,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-20,2019,5,20,23:15:03,45.466,0,shrub.ambient,1,35.11979,-119.62829,0,42
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,0:15:03,42.548,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,1:15:03,39.196,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,2:15:03,37.297,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,3:15:03,36.723,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,4:15:03,36.914,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,5:15:03,44.013,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,6:15:03,44.922,200,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,7:15:03,48.517,1024,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,8:15:03,53.798,1472,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,9:15:03,59.68,2816,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,10:15:03,63.626,2816,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,11:15:03,60.368,1984,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,12:15:03,65.167,1344,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,13:15:03,70.651,3200,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,14:15:03,69.964,8192,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,15:15:03,65.338,1728,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,16:15:03,60.883,896,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,17:15:03,61.398,1728,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,18:15:03,64.31,2176,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,19:15:03,57.096,608,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,20:15:03,51.523,6,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,21:15:03,47.266,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,22:15:03,46.548,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-21,2019,5,21,23:15:03,44.742,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,0:15:03,46.728,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,1:15:03,45.828,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,2:15:03,45.286,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,3:15:03,44.922,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,4:15:03,45.104,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,5:15:03,44.922,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,6:15:03,44.013,64,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,7:15:03,45.828,320,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,8:15:03,46.908,768,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,9:15:03,49.759,1088,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,10:15:03,56.923,1920,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,11:15:03,57.785,2560,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,12:15:03,65.338,2944,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,13:15:03,63.797,2688,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,14:15:03,64.652,3200,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,15:15:03,62.254,2048,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,16:15:03,62.083,1536,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,17:15:03,65.167,1472,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,18:15:03,73.234,14848,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,19:15:03,67.564,7168,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,20:15:03,52.401,7,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,21:15:03,49.228,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,22:15:03,46.728,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-22,2019,5,22,23:15:03,45.286,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,0:15:03,44.56,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,1:15:03,44.56,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,2:15:03,44.922,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,3:15:03,47.446,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,4:15:03,46.548,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,5:15:03,47.266,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,6:15:03,48.695,69,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,7:15:03,53.1,400,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,8:15:03,54.842,768,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,9:15:03,56.577,896,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,10:15:03,64.825,1984,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,11:15:03,67.564,2816,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,12:15:03,71.512,3456,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,13:15:03,75.659,3712,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,14:15:03,75.484,3712,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,15:15:03,69.964,2560,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,16:15:03,77.574,4096,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,17:15:03,76.354,5632,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,18:15:03,76.006,14848,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,19:15:03,64.481,1984,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,20:15:03,52.576,14,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,21:15:03,51.172,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,22:15:03,51.874,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-23,2019,5,23,23:15:03,51.699,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,0:15:03,50.29,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,1:15:03,44.922,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,2:15:03,47.266,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,3:15:03,50.113,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,4:15:03,50.643,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,5:15:03,50.113,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,6:15:03,50.466,87,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,7:15:03,53.274,368,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,8:15:03,60.712,1152,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,9:15:03,66.366,1408,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,10:15:03,70.824,1536,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,11:15:03,73.062,1280,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,12:15:03,73.58,1536,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,13:15:03,77.749,2048,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,14:15:03,83.935,7168,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,15:15:03,87.004,12288,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,16:15:03,86.641,11776,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,17:15:03,87.733,12288,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,18:15:03,84.115,14336,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,19:15:03,74.791,2688,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,20:15:03,62.94,11,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,21:15:03,59.851,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,22:15:03,55.884,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-24,2019,5,24,23:15:03,56.23,0,shrub.ambient,1,35.11983,-119.62825,0,18.4
Carrizo,hobo.pendant,20535201,2019-05-25,2019,5,25,0:15:03,51.172,0,shrub.ambient,1,35.1198,-119.6284,0,6.5
