site,sensor,date,year,month,day,hour,lat,lon,microsite,rep,temp,intensity,pendant.id
panoche,hobo.pendant,05/21/19,2019,5,21,15:21:07,36.69592,-120.797,shrub.ambient,2,61.569,1792,10715208
panoche,hobo.pendant,05/21/19,2019,5,21,16:21:07,36.69592,-120.797,shrub.ambient,2,63.626,256,10715208
panoche,hobo.pendant,05/21/19,2019,5,21,17:21:07,36.69592,-120.797,shrub.ambient,2,60.024,672,10715208
panoche,hobo.pendant,05/21/19,2019,5,21,18:21:07,36.69592,-120.797,shrub.ambient,2,57.096,1152,10715208
panoche,hobo.pendant,05/21/19,2019,5,21,19:21:07,36.69592,-120.797,shrub.ambient,2,48.339,352,10715208
panoche,hobo.pendant,05/21/19,2019,5,21,20:21:07,36.69592,-120.797,shrub.ambient,2,46.008,7,10715208
panoche,hobo.pendant,05/21/19,2019,5,21,21:21:07,36.69592,-120.797,shrub.ambient,2,44.195,,10715208
panoche,hobo.pendant,05/21/19,2019,5,21,22:21:07,36.69592,-120.797,shrub.ambient,2,42.179,,10715208
panoche,hobo.pendant,05/21/19,2019,5,21,23:21:07,36.69592,-120.797,shrub.ambient,2,41.067,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,00:21:07,36.69592,-120.797,shrub.ambient,2,44.742,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,01:21:07,36.69592,-120.797,shrub.ambient,2,45.104,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,02:21:07,36.69592,-120.797,shrub.ambient,2,45.828,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,03:21:07,36.69592,-120.797,shrub.ambient,2,46.008,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,04:21:07,36.69592,-120.797,shrub.ambient,2,45.648,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,05:21:07,36.69592,-120.797,shrub.ambient,2,46.008,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,06:21:07,36.69592,-120.797,shrub.ambient,2,46.548,36,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,07:21:07,36.69592,-120.797,shrub.ambient,2,49.404,48,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,08:21:07,36.69592,-120.797,shrub.ambient,2,94.825,7424,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,09:21:07,36.69592,-120.797,shrub.ambient,2,72.545,11264,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,10:21:07,36.69592,-120.797,shrub.ambient,2,62.598,18432,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,11:21:07,36.69592,-120.797,shrub.ambient,2,81.09,248,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,12:21:07,36.69592,-120.797,shrub.ambient,2,77.05,5376,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,13:21:07,36.69592,-120.797,shrub.ambient,2,86.277,496,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,14:21:07,36.69592,-120.797,shrub.ambient,2,81.09,3712,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,15:21:07,36.69592,-120.797,shrub.ambient,2,78.449,2816,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,16:21:07,36.69592,-120.797,shrub.ambient,2,73.062,3328,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,17:21:07,36.69592,-120.797,shrub.ambient,2,72.028,234,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,18:21:07,36.69592,-120.797,shrub.ambient,2,69.278,992,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,19:21:07,36.69592,-120.797,shrub.ambient,2,55.884,288,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,20:21:07,36.69592,-120.797,shrub.ambient,2,50.643,12,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,21:21:07,36.69592,-120.797,shrub.ambient,2,48.339,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,22:21:07,36.69592,-120.797,shrub.ambient,2,47.624,,10715208
panoche,hobo.pendant,05/22/19,2019,5,22,23:21:07,36.69592,-120.797,shrub.ambient,2,46.369,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,00:21:07,36.69592,-120.797,shrub.ambient,2,46.369,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,01:21:07,36.69592,-120.797,shrub.ambient,2,50.29,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,02:21:07,36.69592,-120.797,shrub.ambient,2,50.819,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,03:21:07,36.69592,-120.797,shrub.ambient,2,52.05,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,04:21:07,36.69592,-120.797,shrub.ambient,2,46.188,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,05:21:07,36.69592,-120.797,shrub.ambient,2,45.286,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,06:21:07,36.69592,-120.797,shrub.ambient,2,47.802,74,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,07:21:07,36.69592,-120.797,shrub.ambient,2,55.711,1152,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,08:21:07,36.69592,-120.797,shrub.ambient,2,62.083,248,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,09:21:07,36.69592,-120.797,shrub.ambient,2,87.552,8192,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,10:21:07,36.69592,-120.797,shrub.ambient,2,85.735,6912,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,11:21:07,36.69592,-120.797,shrub.ambient,2,94.825,9728,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,12:21:07,36.69592,-120.797,shrub.ambient,2,122.324,13824,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,13:21:07,36.69592,-120.797,shrub.ambient,2,77.574,234,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,14:21:07,36.69592,-120.797,shrub.ambient,2,73.926,248,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,15:21:07,36.69592,-120.797,shrub.ambient,2,62.94,1344,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,16:21:07,36.69592,-120.797,shrub.ambient,2,55.364,576,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,17:21:07,36.69592,-120.797,shrub.ambient,2,60.368,1536,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,18:21:07,36.69592,-120.797,shrub.ambient,2,58.993,1984,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,19:21:07,36.69592,-120.797,shrub.ambient,2,57.096,68,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,20:21:07,36.69592,-120.797,shrub.ambient,2,53.449,7,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,21:21:07,36.69592,-120.797,shrub.ambient,2,52.225,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,22:21:07,36.69592,-120.797,shrub.ambient,2,51.523,,10715208
panoche,hobo.pendant,05/23/19,2019,5,23,23:21:07,36.69592,-120.797,shrub.ambient,2,49.582,,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,00:21:07,36.69592,-120.797,shrub.ambient,2,48.871,,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,01:21:07,36.69592,-120.797,shrub.ambient,2,47.624,,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,02:21:07,36.69592,-120.797,shrub.ambient,2,47.446,,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,03:21:07,36.69592,-120.797,shrub.ambient,2,46.908,,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,04:21:07,36.69592,-120.797,shrub.ambient,2,46.188,,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,05:21:07,36.69592,-120.797,shrub.ambient,2,44.922,1,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,06:21:07,36.69592,-120.797,shrub.ambient,2,54.842,6912,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,07:21:07,36.69592,-120.797,shrub.ambient,2,84.654,1536,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,08:21:07,36.69592,-120.797,shrub.ambient,2,96.361,14848,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,09:21:07,36.69592,-120.797,shrub.ambient,2,105.161,16384,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,10:21:07,36.69592,-120.797,shrub.ambient,2,114.492,19456,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,11:21:07,36.69592,-120.797,shrub.ambient,2,101.887,16384,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,12:21:07,36.69592,-120.797,shrub.ambient,2,95.783,14848,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,13:21:07,36.69592,-120.797,shrub.ambient,2,92.55,8192,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,14:21:07,36.69592,-120.797,shrub.ambient,2,80.559,2944,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,15:21:07,36.69592,-120.797,shrub.ambient,2,76.528,1728,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,16:21:07,36.69592,-120.797,shrub.ambient,2,75.659,128,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,17:21:07,36.69592,-120.797,shrub.ambient,2,73.234,992,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,18:21:07,36.69592,-120.797,shrub.ambient,2,69.449,896,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,19:21:07,36.69592,-120.797,shrub.ambient,2,65.167,512,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,20:21:07,36.69592,-120.797,shrub.ambient,2,56.923,12,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,21:21:07,36.69592,-120.797,shrub.ambient,2,52.05,,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,22:21:07,36.69592,-120.797,shrub.ambient,2,51.523,,10715208
panoche,hobo.pendant,05/24/19,2019,5,24,23:21:07,36.69592,-120.797,shrub.ambient,2,51.874,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,00:21:07,36.69592,-120.797,shrub.ambient,2,50.113,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,01:21:07,36.69592,-120.797,shrub.ambient,2,50.113,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,02:21:07,36.69592,-120.797,shrub.ambient,2,49.759,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,03:21:07,36.69592,-120.797,shrub.ambient,2,50.29,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,04:21:07,36.69592,-120.797,shrub.ambient,2,49.759,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,05:21:07,36.69592,-120.797,shrub.ambient,2,50.29,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,06:21:07,36.69592,-120.797,shrub.ambient,2,66.537,9216,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,07:21:07,36.69592,-120.797,shrub.ambient,2,92.737,1748,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,08:21:07,36.69592,-120.797,shrub.ambient,2,109.18,64,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,09:21:07,36.69592,-120.797,shrub.ambient,2,119.878,2154,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,10:21:07,36.69592,-120.797,shrub.ambient,2,125.611,19456,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,11:21:07,36.69592,-120.797,shrub.ambient,2,99.291,16384,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,12:21:07,36.69592,-120.797,shrub.ambient,2,88.65,874,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,13:21:07,36.69592,-120.797,shrub.ambient,2,87.733,496,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,14:21:07,36.69592,-120.797,shrub.ambient,2,88.466,2176,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,15:21:07,36.69592,-120.797,shrub.ambient,2,83.221,1216,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,16:21:07,36.69592,-120.797,shrub.ambient,2,78.975,992,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,17:21:07,36.69592,-120.797,shrub.ambient,2,72.891,864,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,18:21:07,36.69592,-120.797,shrub.ambient,2,66.366,672,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,19:21:07,36.69592,-120.797,shrub.ambient,2,59.164,432,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,20:21:07,36.69592,-120.797,shrub.ambient,2,52.75,1,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,21:21:07,36.69592,-120.797,shrub.ambient,2,50.643,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,22:21:07,36.69592,-120.797,shrub.ambient,2,48.517,,10715208
panoche,hobo.pendant,05/25/19,2019,5,25,23:21:07,36.69592,-120.797,shrub.ambient,2,47.802,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,00:21:07,36.69592,-120.797,shrub.ambient,2,46.369,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,01:21:07,36.69592,-120.797,shrub.ambient,2,45.104,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,02:21:07,36.69592,-120.797,shrub.ambient,2,45.286,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,03:21:07,36.69592,-120.797,shrub.ambient,2,46.908,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,04:21:07,36.69592,-120.797,shrub.ambient,2,47.802,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,05:21:07,36.69592,-120.797,shrub.ambient,2,47.802,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,06:21:07,36.69592,-120.797,shrub.ambient,2,46.369,232,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,07:21:07,36.69592,-120.797,shrub.ambient,2,62.425,13312,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,08:21:07,36.69592,-120.797,shrub.ambient,2,62.083,256,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,09:21:07,36.69592,-120.797,shrub.ambient,2,57.785,2176,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,10:21:07,36.69592,-120.797,shrub.ambient,2,74.446,4352,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,11:21:07,36.69592,-120.797,shrub.ambient,2,74.098,8192,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,12:21:07,36.69592,-120.797,shrub.ambient,2,92.363,9216,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,13:21:07,36.69592,-120.797,shrub.ambient,2,76.006,11264,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,14:21:07,36.69592,-120.797,shrub.ambient,2,75.139,496,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,15:21:07,36.69592,-120.797,shrub.ambient,2,74.619,2816,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,16:21:07,36.69592,-120.797,shrub.ambient,2,67.906,2176,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,17:21:07,36.69592,-120.797,shrub.ambient,2,66.193,2432,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,18:21:07,36.69592,-120.797,shrub.ambient,2,57.268,188,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,19:21:07,36.69592,-120.797,shrub.ambient,2,49.228,24,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,20:21:07,36.69592,-120.797,shrub.ambient,2,42.548,22,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,21:21:07,36.69592,-120.797,shrub.ambient,2,38.44,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,22:21:07,36.69592,-120.797,shrub.ambient,2,37.679,,10715208
panoche,hobo.pendant,05/26/19,2019,5,26,23:21:07,36.69592,-120.797,shrub.ambient,2,37.87,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,00:21:07,36.69592,-120.797,shrub.ambient,2,36.531,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,01:21:07,36.69592,-120.797,shrub.ambient,2,35.758,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,02:21:07,36.69592,-120.797,shrub.ambient,2,35.951,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,03:21:07,36.69592,-120.797,shrub.ambient,2,34.394,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,04:21:07,36.69592,-120.797,shrub.ambient,2,35.37,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,05:21:07,36.69592,-120.797,shrub.ambient,2,39.573,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,06:21:07,36.69592,-120.797,shrub.ambient,2,46.008,512,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,07:21:07,36.69592,-120.797,shrub.ambient,2,86.097,14848,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,08:21:07,36.69592,-120.797,shrub.ambient,2,101.685,248,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,09:21:07,36.69592,-120.797,shrub.ambient,2,86.459,7168,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,10:21:07,36.69592,-120.797,shrub.ambient,2,101.282,18432,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,11:21:07,36.69592,-120.797,shrub.ambient,2,107.683,5888,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,12:21:07,36.69592,-120.797,shrub.ambient,2,95.4,188,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,13:21:07,36.69592,-120.797,shrub.ambient,2,92.55,1728,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,14:21:07,36.69592,-120.797,shrub.ambient,2,79.502,512,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,15:21:07,36.69592,-120.797,shrub.ambient,2,82.508,192,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,16:21:07,36.69592,-120.797,shrub.ambient,2,87.733,188,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,17:21:07,36.69592,-120.797,shrub.ambient,2,71.683,448,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,18:21:07,36.69592,-120.797,shrub.ambient,2,66.022,216,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,19:21:07,36.69592,-120.797,shrub.ambient,2,62.598,256,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,20:21:07,36.69592,-120.797,shrub.ambient,2,57.096,4,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,21:21:07,36.69592,-120.797,shrub.ambient,2,44.922,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,22:21:07,36.69592,-120.797,shrub.ambient,2,41.625,,10715208
panoche,hobo.pendant,05/27/19,2019,5,27,23:21:07,36.69592,-120.797,shrub.ambient,2,46.008,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,00:21:07,36.69592,-120.797,shrub.ambient,2,47.624,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,01:21:07,36.69592,-120.797,shrub.ambient,2,46.908,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,02:21:07,36.69592,-120.797,shrub.ambient,2,46.008,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,03:21:07,36.69592,-120.797,shrub.ambient,2,45.648,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,04:21:07,36.69592,-120.797,shrub.ambient,2,44.013,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,05:21:07,36.69592,-120.797,shrub.ambient,2,44.922,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,06:21:07,36.69592,-120.797,shrub.ambient,2,48.16,67,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,07:21:07,36.69592,-120.797,shrub.ambient,2,50.995,288,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,08:21:07,36.69592,-120.797,shrub.ambient,2,62.598,512,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,09:21:07,36.69592,-120.797,shrub.ambient,2,70.308,8,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,10:21:07,36.69592,-120.797,shrub.ambient,2,86.823,1344,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,11:21:07,36.69592,-120.797,shrub.ambient,2,102.493,192,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,12:21:07,36.69592,-120.797,shrub.ambient,2,118.918,2816,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,13:21:07,36.69592,-120.797,shrub.ambient,2,119.158,96,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,14:21:07,36.69592,-120.797,shrub.ambient,2,123.321,384,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,15:21:07,36.69592,-120.797,shrub.ambient,2,119.878,372,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,16:21:07,36.69592,-120.797,shrub.ambient,2,121.093,7168,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,17:21:07,36.69592,-120.797,shrub.ambient,2,105.994,5888,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,18:21:07,36.69592,-120.797,shrub.ambient,2,91.24,1664,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,19:21:07,36.69592,-120.797,shrub.ambient,2,70.995,152,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,20:21:07,36.69592,-120.797,shrub.ambient,2,59.851,3,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,21:21:07,36.69592,-120.797,shrub.ambient,2,55.189,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,22:21:07,36.69592,-120.797,shrub.ambient,2,53.449,,10715208
panoche,hobo.pendant,05/28/19,2019,5,28,23:21:07,36.69592,-120.797,shrub.ambient,2,56.923,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,00:21:07,36.69592,-120.797,shrub.ambient,2,55.711,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,01:21:07,36.69592,-120.797,shrub.ambient,2,54.842,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,02:21:07,36.69592,-120.797,shrub.ambient,2,56.404,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,03:21:07,36.69592,-120.797,shrub.ambient,2,55.537,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,04:21:07,36.69592,-120.797,shrub.ambient,2,56.923,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,05:21:07,36.69592,-120.797,shrub.ambient,2,52.925,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,06:21:07,36.69592,-120.797,shrub.ambient,2,48.16,47,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,07:21:07,36.69592,-120.797,shrub.ambient,2,59.68,152,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,08:21:07,36.69592,-120.797,shrub.ambient,2,65.851,248,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,09:21:07,36.69592,-120.797,shrub.ambient,2,76.876,48,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,10:21:07,36.69592,-120.797,shrub.ambient,2,91.24,1152,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,11:21:07,36.69592,-120.797,shrub.ambient,2,108.964,1728,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,12:21:07,36.69592,-120.797,shrub.ambient,2,132.044,2688,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,13:21:07,36.69592,-120.797,shrub.ambient,2,142.169,372,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,14:21:07,36.69592,-120.797,shrub.ambient,2,141.534,3584,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,15:21:07,36.69592,-120.797,shrub.ambient,2,134.308,372,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,16:21:07,36.69592,-120.797,shrub.ambient,2,127.434,496,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,17:21:07,36.69592,-120.797,shrub.ambient,2,113.814,3712,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,18:21:07,36.69592,-120.797,shrub.ambient,2,91.8,272,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,19:21:07,36.69592,-120.797,shrub.ambient,2,78.8,34,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,20:21:07,36.69592,-120.797,shrub.ambient,2,63.455,5,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,21:21:07,36.69592,-120.797,shrub.ambient,2,62.769,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,22:21:07,36.69592,-120.797,shrub.ambient,2,61.569,,10715208
panoche,hobo.pendant,05/29/19,2019,5,29,23:21:07,36.69592,-120.797,shrub.ambient,2,60.712,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,00:21:07,36.69592,-120.797,shrub.ambient,2,60.024,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,01:21:07,36.69592,-120.797,shrub.ambient,2,59.164,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,02:21:07,36.69592,-120.797,shrub.ambient,2,54.495,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,03:21:07,36.69592,-120.797,shrub.ambient,2,57.614,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,04:21:07,36.69592,-120.797,shrub.ambient,2,56.404,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,05:21:07,36.69592,-120.797,shrub.ambient,2,56.404,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,06:21:07,36.69592,-120.797,shrub.ambient,2,59.164,58,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,07:21:07,36.69592,-120.797,shrub.ambient,2,65.167,12,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,08:21:07,36.69592,-120.797,shrub.ambient,2,69.622,232,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,09:21:07,36.69592,-120.797,shrub.ambient,2,80.206,464,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,10:21:07,36.69592,-120.797,shrub.ambient,2,92.174,96,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,11:21:07,36.69592,-120.797,shrub.ambient,2,111.139,16,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,12:21:07,36.69592,-120.797,shrub.ambient,2,131.765,256,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,13:21:07,36.69592,-120.797,shrub.ambient,2,140.904,32,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,14:21:07,36.69592,-120.797,shrub.ambient,2,107.47,896,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,15:21:07,36.69592,-120.797,shrub.ambient,2,115.178,1216,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,16:21:07,36.69592,-120.797,shrub.ambient,2,103.923,2432,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,17:21:07,36.69592,-120.797,shrub.ambient,2,95.016,3584,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,18:21:07,36.69592,-120.797,shrub.ambient,2,96.361,1472,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,19:21:07,36.69592,-120.797,shrub.ambient,2,74.098,32,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,20:21:07,36.69592,-120.797,shrub.ambient,2,61.741,9,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,21:21:07,36.69592,-120.797,shrub.ambient,2,60.024,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,22:21:07,36.69592,-120.797,shrub.ambient,2,57.614,,10715208
panoche,hobo.pendant,05/30/19,2019,5,30,23:21:07,36.69592,-120.797,shrub.ambient,2,57.441,,10715208
panoche,hobo.pendant,05/31/19,2019,5,31,00:21:07,36.69592,-120.797,shrub.ambient,2,53.973,,10715208
panoche,hobo.pendant,05/31/19,2019,5,31,01:21:07,36.69592,-120.797,shrub.ambient,2,51.172,,10715208
panoche,hobo.pendant,05/31/19,2019,5,31,02:21:07,36.69592,-120.797,shrub.ambient,2,55.017,,10715208
panoche,hobo.pendant,05/31/19,2019,5,31,03:21:07,36.69592,-120.797,shrub.ambient,2,51.699,,10715208
