pendant.id,shelter.open,lat,lon,shape,cover.type,soil.moisture ,date,time,temp ,Intensity,timeblock
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,1:46:26 AM,76.703,496,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,2:46:26 AM,88.833,468,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,3:46:26 AM,83.043,64,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,4:46:26 AM,76.181,5376,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,5:46:26 AM,71.168,1792,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,6:46:26 AM,65.338,188,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,7:46:26 AM,56.23,28,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,8:46:26 AM,53.1,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,9:46:26 AM,52.05,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,10:46:26 AM,50.113,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/22/19,11:46:26 AM,50.466,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,12:46:26 PM,52.401,,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,1:46:26 AM,54.669,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,2:46:26 AM,55.711,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,3:46:26 AM,48.695,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,4:46:26 AM,47.982,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,5:46:26 AM,47.982,32,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,6:46:26 AM,51.874,256,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,7:46:26 AM,55.711,1536,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,8:46:26 AM,65.68,5632,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,9:46:26 AM,83.579,13312,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,10:46:26 AM,83.399,7936,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,11:46:26 AM,96.168,14848,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,12:46:26 PM,86.641,5888,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,1:46:26 AM,79.678,512,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,2:46:26 AM,71.339,2944,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,3:46:26 AM,57.958,896,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,4:46:26 AM,62.598,2944,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,5:46:26 AM,64.996,248,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,6:46:26 AM,63.111,1216,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,7:46:26 AM,56.577,34,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,8:46:26 AM,54.669,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,9:46:26 AM,53.798,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,10:46:26 AM,52.925,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/23/19,11:46:26 AM,51.172,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,12:46:26 PM,49.582,,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,1:46:26 AM,49.05,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,2:46:26 AM,48.517,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,3:46:26 AM,47.802,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,4:46:26 AM,47.088,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,5:46:26 AM,46.728,69,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,6:46:26 AM,58.303,512,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,7:46:26 AM,77.05,6912,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,8:46:26 AM,77.923,13312,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,9:46:26 AM,88.466,14848,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,10:46:26 AM,101.082,18432,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,11:46:26 AM,100.882,16384,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,12:46:26 PM,101.082,128,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,1:46:26 AM,94.633,14848,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,2:46:26 AM,93.493,874,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,3:46:26 AM,96.748,512,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,4:46:26 AM,97.525,496,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,5:46:26 AM,92.174,256,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,6:46:26 AM,84.834,2688,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,7:46:26 AM,63.797,288,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,8:46:26 AM,52.75,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,9:46:26 AM,53.973,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,10:46:26 AM,53.449,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/24/19,11:46:26 AM,53.623,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,12:46:26 PM,52.576,,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,1:46:26 AM,52.401,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,2:46:26 AM,54.842,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,3:46:26 AM,54.669,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,4:46:26 AM,55.364,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,5:46:26 AM,55.017,54,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,6:46:26 AM,63.626,5888,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,7:46:26 AM,72.199,8192,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,8:46:26 AM,78.8,9216,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,9:46:26 AM,90.867,15872,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,10:46:26 AM,96.555,12288,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,11:46:26 AM,95.207,248,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,12:46:26 PM,97.72,15872,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,1:46:26 AM,101.082,1752,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,2:46:26 AM,99.687,768,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,3:46:26 AM,93.873,4864,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,4:46:26 AM,91.987,3968,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,5:46:26 AM,87.368,2816,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,6:46:26 AM,78.8,256,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,7:46:26 AM,60.883,4,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,8:46:26 AM,53.274,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,9:46:26 AM,50.29,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,10:46:26 AM,49.05,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/25/19,11:46:26 AM,47.802,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,12:46:26 PM,46.369,,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,1:46:26 AM,45.466,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,2:46:26 AM,46.908,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,3:46:26 AM,47.624,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,4:46:26 AM,47.624,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,5:46:26 AM,46.008,2,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,6:46:26 AM,46.908,8,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,7:46:26 AM,61.569,124,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,8:46:26 AM,63.282,2944,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,9:46:26 AM,61.741,496,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,10:46:26 AM,54.147,372,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,11:46:26 AM,52.576,496,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,12:46:26 PM,64.481,5376,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,1:46:26 AM,71.512,5632,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,2:46:26 AM,67.735,512,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,3:46:26 AM,80.382,6144,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,4:46:26 AM,62.94,1728,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,5:46:26 AM,59.851,256,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,6:46:26 AM,53.449,1152,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,7:46:26 AM,50.466,464,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,8:46:26 AM,41.994,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,9:46:26 AM,41.067,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,10:46:26 AM,39.947,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/26/19,11:46:26 AM,39.573,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,12:46:26 PM,39.007,,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,1:46:26 AM,37.679,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,2:46:26 AM,37.87,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,3:46:26 AM,36.531,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,4:46:26 AM,37.488,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,5:46:26 AM,41.81,33,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,6:46:26 AM,50.819,6144,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,7:46:26 AM,60.712,9216,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,8:46:26 AM,69.964,1752,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,9:46:26 AM,82.33,18432,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,10:46:26 AM,85.735,1748,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,11:46:26 AM,77.05,6656,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,12:46:26 PM,74.271,5376,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,1:46:26 AM,83.399,5632,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,2:46:26 AM,68.592,3328,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,3:46:26 AM,79.502,5632,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,4:46:26 AM,74.446,3328,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,5:46:26 AM,62.769,1472,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,6:46:26 AM,60.539,896,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,7:46:26 AM,56.404,272,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,8:46:26 AM,52.576,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,9:46:26 AM,45.828,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,10:46:26 AM,44.379,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/27/19,11:46:26 AM,47.266,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,12:46:26 PM,47.446,,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,1:46:26 AM,46.908,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,2:46:26 AM,46.369,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,3:46:26 AM,41.994,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,4:46:26 AM,42.915,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,5:46:26 AM,47.624,17,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,6:46:26 AM,49.404,768,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,7:46:26 AM,57.785,1728,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,8:46:26 AM,66.022,3456,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,9:46:26 AM,71.168,468,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,10:46:26 AM,90.309,128,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,11:46:26 AM,93.304,1536,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,12:46:26 PM,92.363,5376,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,1:46:26 AM,95.4,16384,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,2:46:26 AM,94.633,7424,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,3:46:26 AM,94.253,468,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,4:46:26 AM,95.59,496,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,5:46:26 AM,92.55,2432,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,6:46:26 AM,74.446,1664,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,7:46:26 AM,64.825,672,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,8:46:26 AM,56.23,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,9:46:26 AM,52.925,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,10:46:26 AM,55.711,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/28/19,11:46:26 AM,57.441,,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,12:46:26 PM,56.923,,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,1:46:26 AM,55.364,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,2:46:26 AM,56.057,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,3:46:26 AM,56.577,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,4:46:26 AM,53.973,,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,5:46:26 AM,50.29,85,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,6:46:26 AM,62.425,4352,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,7:46:26 AM,83.579,128,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,8:46:26 AM,82.508,124,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,9:46:26 AM,91.24,13312,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,10:46:26 AM,101.685,1748,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,11:46:26 AM,106.835,16384,morning
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,12:46:26 PM,103.512,13824,afternoon
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,1:46:26 AM,107.046,13312,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,2:46:26 AM,104.128,6656,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,3:46:26 AM,103.307,4864,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,4:46:26 AM,101.887,384,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,5:46:26 AM,98.503,372,evening
20578912,shelter,36.69363,-120.79318,Triangle,15,23,05/29/19,6:46:26 AM,91.8,2432,morning
